Match Number,Round Number,Date,Location,Home Team,Away Team,Result
2140,24,08/09/2024 12:35,PNC Park,Pittsburgh Pirates,Washington Nationals,
2141,24,08/09/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,
2142,24,08/09/2024 12:35,Truist Park,Atlanta Braves,Toronto Blue Jays,
2143,24,08/09/2024 12:35,Fenway Park,Boston Red Sox,Chicago White Sox,
2144,24,08/09/2024 12:40,Citi Field,New York Mets,Cincinnati Reds,
2145,24,08/09/2024 12:40,loanDepot park,Miami Marlins,Philadelphia Phillies,
2146,24,08/09/2024 13:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,
2147,24,08/09/2024 13:10,Kauffman Stadium,Kansas City Royals,Minnesota Twins,
2148,24,08/09/2024 13:10,American Family Field,Milwaukee Brewers,Colorado Rockies,
2149,24,08/09/2024 13:15,Busch Stadium,St. Louis Cardinals,Seattle Mariners,
2150,24,08/09/2024 13:20,Wrigley Field,Chicago Cubs,New York Yankees,
2151,24,08/09/2024 13:35,Globe Life Field,Texas Rangers,Los Angeles Angels,
2152,24,08/09/2024 15:07,Oakland Coliseum,Oakland Athletics,Detroit Tigers,
2153,24,08/09/2024 15:10,Dodger Stadium,Los Angeles Dodgers,Cleveland Guardians,
2154,24,08/09/2024 15:10,Petco Park,San Diego Padres,San Francisco Giants,
2155,24,09/09/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Tampa Bay Rays,
2156,24,09/09/2024 17:40,PNC Park,Pittsburgh Pirates,Miami Marlins,
2157,24,09/09/2024 18:05,Yankee Stadium,New York Yankees,Kansas City Royals,
2158,24,09/09/2024 18:07,Rogers Centre,Toronto Blue Jays,New York Mets,
2159,24,09/09/2024 18:10,Fenway Park,Boston Red Sox,Baltimore Orioles,
2160,24,09/09/2024 18:40,Target Field,Minnesota Twins,Los Angeles Angels,
2161,24,09/09/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,
2162,24,09/09/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Chicago Cubs,
2163,24,10/09/2024 17:40,Comerica Park,Detroit Tigers,Colorado Rockies,
2164,24,10/09/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Tampa Bay Rays,
2165,24,10/09/2024 17:40,PNC Park,Pittsburgh Pirates,Miami Marlins,
2166,24,10/09/2024 17:45,Nationals Park,Washington Nationals,Atlanta Braves,
2167,24,10/09/2024 18:05,Yankee Stadium,New York Yankees,Kansas City Royals,
2168,24,10/09/2024 18:07,Rogers Centre,Toronto Blue Jays,New York Mets,
2169,24,10/09/2024 18:10,Fenway Park,Boston Red Sox,Baltimore Orioles,
2170,24,10/09/2024 18:40,Target Field,Minnesota Twins,Los Angeles Angels,
2171,24,10/09/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,
2172,24,10/09/2024 18:45,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,
2173,24,10/09/2024 19:10,Minute Maid Park,Houston Astros,Oakland Athletics,
2174,24,10/09/2024 20:40,T-Mobile Park,Seattle Mariners,San Diego Padres,
2175,24,10/09/2024 20:40,Chase Field,Arizona Diamondbacks,Texas Rangers,
2176,24,10/09/2024 20:45,Oracle Park,San Francisco Giants,Milwaukee Brewers,
2177,24,10/09/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Chicago Cubs,
2178,25,11/09/2024 11:35,PNC Park,Pittsburgh Pirates,Miami Marlins,
2179,25,11/09/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,
2180,25,11/09/2024 14:07,Rogers Centre,Toronto Blue Jays,New York Mets,
2181,25,11/09/2024 14:40,Chase Field,Arizona Diamondbacks,Texas Rangers,
2182,25,11/09/2024 17:40,Comerica Park,Detroit Tigers,Colorado Rockies,
2183,25,11/09/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Tampa Bay Rays,
2184,25,11/09/2024 17:45,Nationals Park,Washington Nationals,Atlanta Braves,
2185,25,11/09/2024 18:05,Yankee Stadium,New York Yankees,Kansas City Royals,
2186,25,11/09/2024 18:10,Fenway Park,Boston Red Sox,Baltimore Orioles,
2187,25,11/09/2024 18:10,Target Field,Minnesota Twins,Los Angeles Angels,
2188,25,11/09/2024 18:45,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,
2189,25,11/09/2024 19:10,Minute Maid Park,Houston Astros,Oakland Athletics,
2190,25,11/09/2024 20:40,T-Mobile Park,Seattle Mariners,San Diego Padres,
2191,25,11/09/2024 20:45,Oracle Park,San Francisco Giants,Milwaukee Brewers,
2192,25,11/09/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Chicago Cubs,
2193,25,12/09/2024 12:10,Comerica Park,Detroit Tigers,Colorado Rockies,
2194,25,12/09/2024 12:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,
2195,25,12/09/2024 13:10,Minute Maid Park,Houston Astros,Oakland Athletics,
2196,25,12/09/2024 17:40,Progressive Field,Cleveland Guardians,Tampa Bay Rays,
2197,25,12/09/2024 17:45,Nationals Park,Washington Nationals,Miami Marlins,
2198,25,12/09/2024 18:05,Yankee Stadium,New York Yankees,Boston Red Sox,
2199,25,12/09/2024 20:40,T-Mobile Park,Seattle Mariners,Texas Rangers,
2200,25,12/09/2024 20:45,Oracle Park,San Francisco Giants,Milwaukee Brewers,
2201,25,13/09/2024 17:40,Comerica Park,Detroit Tigers,Baltimore Orioles,
2202,25,13/09/2024 17:40,PNC Park,Pittsburgh Pirates,Kansas City Royals,
2203,25,13/09/2024 17:40,Citizens Bank Park,Philadelphia Phillies,New York Mets,
2204,25,13/09/2024 17:45,Nationals Park,Washington Nationals,Miami Marlins,
2205,25,13/09/2024 18:05,Yankee Stadium,New York Yankees,Boston Red Sox,
2206,25,13/09/2024 18:07,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,
2207,25,13/09/2024 18:10,Progressive Field,Cleveland Guardians,Tampa Bay Rays,
2208,25,13/09/2024 18:20,Truist Park,Atlanta Braves,Los Angeles Dodgers,
2209,25,13/09/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,
2210,25,13/09/2024 19:10,Target Field,Minnesota Twins,Cincinnati Reds,
2211,25,13/09/2024 19:40,Coors Field,Colorado Rockies,Chicago Cubs,
2212,25,13/09/2024 20:38,Angel Stadium,Los Angeles Angels,Houston Astros,
2213,25,13/09/2024 20:40,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,
2214,25,13/09/2024 21:10,T-Mobile Park,Seattle Mariners,Texas Rangers,
2215,25,13/09/2024 21:15,Oracle Park,San Francisco Giants,San Diego Padres,
2216,25,14/09/2024 12:05,Yankee Stadium,New York Yankees,Boston Red Sox,
2217,25,14/09/2024 14:07,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,
2218,25,14/09/2024 15:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,
2219,25,14/09/2024 15:05,Nationals Park,Washington Nationals,Miami Marlins,
2220,25,14/09/2024 17:10,Comerica Park,Detroit Tigers,Baltimore Orioles,
2221,25,14/09/2024 17:10,Progressive Field,Cleveland Guardians,Tampa Bay Rays,
2222,25,14/09/2024 17:40,PNC Park,Pittsburgh Pirates,Kansas City Royals,
2223,25,14/09/2024 18:10,Target Field,Minnesota Twins,Cincinnati Reds,
2224,25,14/09/2024 18:10,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,
2225,25,14/09/2024 18:20,Truist Park,Atlanta Braves,Los Angeles Dodgers,
2226,25,14/09/2024 19:10,Coors Field,Colorado Rockies,Chicago Cubs,
2227,25,14/09/2024 19:10,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,
2228,25,14/09/2024 20:05,Oracle Park,San Francisco Giants,San Diego Padres,
2229,25,14/09/2024 20:38,Angel Stadium,Los Angeles Angels,Houston Astros,
2230,25,14/09/2024 20:40,T-Mobile Park,Seattle Mariners,Texas Rangers,
2231,25,15/09/2024 12:35,PNC Park,Pittsburgh Pirates,Kansas City Royals,
2232,25,15/09/2024 12:35,Citizens Bank Park,Philadelphia Phillies,New York Mets,
2233,25,15/09/2024 12:35,Truist Park,Atlanta Braves,Los Angeles Dodgers,
2234,25,15/09/2024 12:35,Nationals Park,Washington Nationals,Miami Marlins,
2235,25,15/09/2024 12:35,Yankee Stadium,New York Yankees,Boston Red Sox,
2236,25,15/09/2024 12:37,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,
2237,25,15/09/2024 12:40,Comerica Park,Detroit Tigers,Baltimore Orioles,
2238,25,15/09/2024 12:40,Progressive Field,Cleveland Guardians,Tampa Bay Rays,
2239,25,15/09/2024 13:10,Target Field,Minnesota Twins,Cincinnati Reds,
2240,25,15/09/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,
2241,25,15/09/2024 14:10,Coors Field,Colorado Rockies,Chicago Cubs,
2242,25,15/09/2024 15:05,Oracle Park,San Francisco Giants,San Diego Padres,
2243,25,15/09/2024 15:07,Angel Stadium,Los Angeles Angels,Houston Astros,
2244,25,15/09/2024 15:10,T-Mobile Park,Seattle Mariners,Texas Rangers,
2245,25,15/09/2024 15:10,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,
2246,25,16/09/2024 17:40,Progressive Field,Cleveland Guardians,Minnesota Twins,
2247,25,16/09/2024 18:10,Citi Field,New York Mets,Washington Nationals,
2248,25,16/09/2024 18:20,Truist Park,Atlanta Braves,Los Angeles Dodgers,
2249,25,16/09/2024 18:40,Kauffman Stadium,Kansas City Royals,Detroit Tigers,
2250,25,16/09/2024 18:40,Wrigley Field,Chicago Cubs,Oakland Athletics,
2251,25,16/09/2024 18:40,American Family Field,Milwaukee Brewers,Philadelphia Phillies,
2252,25,16/09/2024 18:45,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,
2253,25,16/09/2024 19:40,Coors Field,Colorado Rockies,Arizona Diamondbacks,
2254,25,16/09/2024 20:38,Angel Stadium,Los Angeles Angels,Chicago White Sox,
2255,25,16/09/2024 20:40,Petco Park,San Diego Padres,Houston Astros,
2256,25,17/09/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,San Francisco Giants,
2257,25,17/09/2024 17:40,Progressive Field,Cleveland Guardians,Minnesota Twins,
2258,25,17/09/2024 17:40,Great American Ball Park,Cincinnati Reds,Atlanta Braves,
2259,25,17/09/2024 17:40,loanDepot park,Miami Marlins,Los Angeles Dodgers,
2260,25,17/09/2024 17:50,Tropicana Field,Tampa Bay Rays,Boston Red Sox,
2261,25,17/09/2024 18:10,Citi Field,New York Mets,Washington Nationals,
2262,25,17/09/2024 18:40,Kauffman Stadium,Kansas City Royals,Detroit Tigers,
2263,25,17/09/2024 18:40,Wrigley Field,Chicago Cubs,Oakland Athletics,
2264,25,17/09/2024 18:40,American Family Field,Milwaukee Brewers,Philadelphia Phillies,
2265,25,17/09/2024 18:45,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,
2266,25,17/09/2024 19:05,Globe Life Field,Texas Rangers,Toronto Blue Jays,
2267,25,17/09/2024 19:40,Coors Field,Colorado Rockies,Arizona Diamondbacks,
2268,25,17/09/2024 20:38,Angel Stadium,Los Angeles Angels,Chicago White Sox,
2269,25,17/09/2024 20:40,Petco Park,San Diego Padres,Houston Astros,
2270,25,17/09/2024 20:40,T-Mobile Park,Seattle Mariners,New York Yankees,
2271,26,18/09/2024 13:20,Wrigley Field,Chicago Cubs,Oakland Athletics,
2272,26,18/09/2024 14:10,Coors Field,Colorado Rockies,Arizona Diamondbacks,
2273,26,18/09/2024 15:07,Angel Stadium,Los Angeles Angels,Chicago White Sox,
2274,26,18/09/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,San Francisco Giants,
2275,26,18/09/2024 17:40,Petco Park,San Diego Padres,Houston Astros,
2276,26,18/09/2024 17:40,Progressive Field,Cleveland Guardians,Minnesota Twins,
2277,26,18/09/2024 17:40,Great American Ball Park,Cincinnati Reds,Atlanta Braves,
2278,26,18/09/2024 17:40,loanDepot park,Miami Marlins,Los Angeles Dodgers,
2279,26,18/09/2024 17:50,Tropicana Field,Tampa Bay Rays,Boston Red Sox,
2280,26,18/09/2024 18:10,Citi Field,New York Mets,Washington Nationals,
2281,26,18/09/2024 18:40,Kauffman Stadium,Kansas City Royals,Detroit Tigers,
2282,26,18/09/2024 18:40,American Family Field,Milwaukee Brewers,Philadelphia Phillies,
2283,26,18/09/2024 18:45,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,
2284,26,18/09/2024 19:05,Globe Life Field,Texas Rangers,Toronto Blue Jays,
2285,26,18/09/2024 20:40,T-Mobile Park,Seattle Mariners,New York Yankees,
2286,26,19/09/2024 12:05,Oriole Park at Camden Yards,Baltimore Orioles,San Francisco Giants,
2287,26,19/09/2024 12:10,Progressive Field,Cleveland Guardians,Minnesota Twins,
2288,26,19/09/2024 12:10,Great American Ball Park,Cincinnati Reds,Atlanta Braves,
2289,26,19/09/2024 13:35,Globe Life Field,Texas Rangers,Toronto Blue Jays,
2290,26,19/09/2024 15:10,T-Mobile Park,Seattle Mariners,New York Yankees,
2291,26,19/09/2024 15:40,loanDepot park,Miami Marlins,Los Angeles Dodgers,
2292,26,19/09/2024 17:50,Tropicana Field,Tampa Bay Rays,Boston Red Sox,
2293,26,19/09/2024 18:10,Citi Field,New York Mets,Philadelphia Phillies,
2294,26,19/09/2024 18:15,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,
2295,26,19/09/2024 18:40,Wrigley Field,Chicago Cubs,Washington Nationals,
2296,26,19/09/2024 18:40,American Family Field,Milwaukee Brewers,Arizona Diamondbacks,
2297,26,19/09/2024 19:10,Minute Maid Park,Houston Astros,Los Angeles Angels,
2298,26,20/09/2024 13:20,Wrigley Field,Chicago Cubs,Washington Nationals,
2299,26,20/09/2024 17:40,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,
2300,26,20/09/2024 17:50,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,
2301,26,20/09/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Detroit Tigers,
2302,26,20/09/2024 18:10,Fenway Park,Boston Red Sox,Minnesota Twins,
2303,26,20/09/2024 18:10,Citi Field,New York Mets,Philadelphia Phillies,
2304,26,20/09/2024 18:10,loanDepot park,Miami Marlins,Atlanta Braves,
2305,26,20/09/2024 19:05,Globe Life Field,Texas Rangers,Seattle Mariners,
2306,26,20/09/2024 19:10,Minute Maid Park,Houston Astros,Los Angeles Angels,
2307,26,20/09/2024 19:10,Kauffman Stadium,Kansas City Royals,San Francisco Giants,
2308,26,20/09/2024 19:10,American Family Field,Milwaukee Brewers,Arizona Diamondbacks,
2309,26,20/09/2024 19:15,Busch Stadium,St. Louis Cardinals,Cleveland Guardians,
2310,26,20/09/2024 20:40,Petco Park,San Diego Padres,Chicago White Sox,
2311,26,20/09/2024 20:40,Oakland Coliseum,Oakland Athletics,New York Yankees,
2312,26,20/09/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,
2319,26,21/09/2024 12:10,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,
2313,26,21/09/2024 13:20,Wrigley Field,Chicago Cubs,Washington Nationals,
2314,26,21/09/2024 15:05,Oriole Park at Camden Yards,Baltimore Orioles,Detroit Tigers,
2315,26,21/09/2024 15:10,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,
2316,26,21/09/2024 15:10,Fenway Park,Boston Red Sox,Minnesota Twins,
2317,26,21/09/2024 15:10,Citi Field,New York Mets,Philadelphia Phillies,
2318,26,21/09/2024 15:10,loanDepot park,Miami Marlins,Atlanta Braves,
2320,26,21/09/2024 18:05,Globe Life Field,Texas Rangers,Seattle Mariners,
2321,26,21/09/2024 18:10,Minute Maid Park,Houston Astros,Los Angeles Angels,
2322,26,21/09/2024 18:10,Kauffman Stadium,Kansas City Royals,San Francisco Giants,
2323,26,21/09/2024 18:10,American Family Field,Milwaukee Brewers,Arizona Diamondbacks,
2324,26,21/09/2024 18:15,Busch Stadium,St. Louis Cardinals,Cleveland Guardians,
2325,26,21/09/2024 19:40,Petco Park,San Diego Padres,Chicago White Sox,
2326,26,21/09/2024 20:07,Oakland Coliseum,Oakland Athletics,New York Yankees,
2327,26,21/09/2024 20:10,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,
2328,26,22/09/2024 12:10,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,
2329,26,22/09/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Detroit Tigers,
2330,26,22/09/2024 12:35,Fenway Park,Boston Red Sox,Minnesota Twins,
2331,26,22/09/2024 12:40,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,
2332,26,22/09/2024 12:40,Citi Field,New York Mets,Philadelphia Phillies,
2333,26,22/09/2024 12:40,loanDepot park,Miami Marlins,Atlanta Braves,
2334,26,22/09/2024 13:10,Minute Maid Park,Houston Astros,Los Angeles Angels,
2335,26,22/09/2024 13:10,Kauffman Stadium,Kansas City Royals,San Francisco Giants,
2336,26,22/09/2024 13:10,American Family Field,Milwaukee Brewers,Arizona Diamondbacks,
2337,26,22/09/2024 13:15,Busch Stadium,St. Louis Cardinals,Cleveland Guardians,
2338,26,22/09/2024 13:20,Wrigley Field,Chicago Cubs,Washington Nationals,
2339,26,22/09/2024 13:35,Globe Life Field,Texas Rangers,Seattle Mariners,
2340,26,22/09/2024 15:07,Oakland Coliseum,Oakland Athletics,New York Yankees,
2341,26,22/09/2024 15:10,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,
2342,26,22/09/2024 15:10,Petco Park,San Diego Padres,Chicago White Sox,
2343,26,23/09/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,
2344,26,23/09/2024 18:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,
2345,26,23/09/2024 19:10,Minute Maid Park,Houston Astros,Seattle Mariners,
2346,26,23/09/2024 20:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,
2347,26,24/09/2024 17:40,Progressive Field,Cleveland Guardians,Cincinnati Reds,
2348,26,24/09/2024 17:40,Comerica Park,Detroit Tigers,Tampa Bay Rays,
2349,26,24/09/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,
2350,26,24/09/2024 17:40,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,
2351,26,24/09/2024 17:45,Nationals Park,Washington Nationals,Kansas City Royals,
2352,26,24/09/2024 18:05,Yankee Stadium,New York Yankees,Baltimore Orioles,
2353,26,24/09/2024 18:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,
2354,26,24/09/2024 18:20,Truist Park,Atlanta Braves,New York Mets,
2355,26,24/09/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Los Angeles Angels,
2356,26,24/09/2024 18:40,Target Field,Minnesota Twins,Miami Marlins,
2357,26,24/09/2024 19:10,Minute Maid Park,Houston Astros,Seattle Mariners,
2358,26,24/09/2024 19:40,Coors Field,Colorado Rockies,St. Louis Cardinals,
2359,26,24/09/2024 20:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,
2360,26,24/09/2024 20:40,Oakland Coliseum,Oakland Athletics,Texas Rangers,
2361,26,24/09/2024 21:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,
2362,27,25/09/2024 13:10,Minute Maid Park,Houston Astros,Seattle Mariners,
2363,27,25/09/2024 17:05,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,
2364,27,25/09/2024 17:40,Progressive Field,Cleveland Guardians,Cincinnati Reds,
2365,27,25/09/2024 17:40,Comerica Park,Detroit Tigers,Tampa Bay Rays,
2366,27,25/09/2024 17:40,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,
2367,27,25/09/2024 17:45,Nationals Park,Washington Nationals,Kansas City Royals,
2368,27,25/09/2024 18:05,Yankee Stadium,New York Yankees,Baltimore Orioles,
2369,27,25/09/2024 18:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,
2370,27,25/09/2024 18:20,Truist Park,Atlanta Braves,New York Mets,
2371,27,25/09/2024 18:40,Guaranteed Rate Field,Chicago White Sox,Los Angeles Angels,
2372,27,25/09/2024 18:40,Target Field,Minnesota Twins,Miami Marlins,
2373,27,25/09/2024 19:40,Coors Field,Colorado Rockies,St. Louis Cardinals,
2374,27,25/09/2024 20:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,
2375,27,25/09/2024 20:40,Oakland Coliseum,Oakland Athletics,Texas Rangers,
2376,27,25/09/2024 21:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,
2377,27,26/09/2024 11:35,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,
2378,27,26/09/2024 12:05,Nationals Park,Washington Nationals,Kansas City Royals,
2379,27,26/09/2024 12:10,Comerica Park,Detroit Tigers,Tampa Bay Rays,
2380,27,26/09/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Los Angeles Angels,
2381,27,26/09/2024 14:10,Coors Field,Colorado Rockies,St. Louis Cardinals,
2382,27,26/09/2024 14:37,Oakland Coliseum,Oakland Athletics,Texas Rangers,
2383,27,26/09/2024 18:05,Yankee Stadium,New York Yankees,Baltimore Orioles,
185,27,26/09/2024 18:20,Truist Park,Atlanta Braves,New York Mets,
2384,27,26/09/2024 18:40,Target Field,Minnesota Twins,Miami Marlins,
2385,27,26/09/2024 21:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,
2386,27,27/09/2024 13:20,Wrigley Field,Chicago Cubs,Cincinnati Reds,
2387,27,27/09/2024 17:40,Comerica Park,Detroit Tigers,Chicago White Sox,
2388,27,27/09/2024 17:45,Nationals Park,Washington Nationals,Philadelphia Phillies,
2389,27,27/09/2024 18:05,Yankee Stadium,New York Yankees,Pittsburgh Pirates,
2390,27,27/09/2024 18:07,Rogers Centre,Toronto Blue Jays,Miami Marlins,
2391,27,27/09/2024 18:10,Progressive Field,Cleveland Guardians,Houston Astros,
2392,27,27/09/2024 18:10,Fenway Park,Boston Red Sox,Tampa Bay Rays,
2393,27,27/09/2024 18:20,Truist Park,Atlanta Braves,Kansas City Royals,
2394,27,27/09/2024 19:10,Coors Field,Colorado Rockies,Los Angeles Dodgers,
2395,27,27/09/2024 19:10,Target Field,Minnesota Twins,Baltimore Orioles,
2396,27,27/09/2024 19:10,American Family Field,Milwaukee Brewers,New York Mets,
2397,27,27/09/2024 20:38,Angel Stadium,Los Angeles Angels,Texas Rangers,
2398,27,27/09/2024 20:40,Chase Field,Arizona Diamondbacks,San Diego Padres,
2399,27,27/09/2024 21:10,T-Mobile Park,Seattle Mariners,Oakland Athletics,
2400,27,27/09/2024 21:15,Oracle Park,San Francisco Giants,St. Louis Cardinals,
2401,27,28/09/2024 12:05,Yankee Stadium,New York Yankees,Pittsburgh Pirates,
2402,27,28/09/2024 12:10,Comerica Park,Detroit Tigers,Chicago White Sox,
